561,495
562,495
559,496
560,496
561,496
562,496
563,496
560,497
561,497
562,497
563,497
564,497
560,498
561,498
562,498
563,498
564,498
565,498
561,499
562,499
563,499
564,499
565,499
562,500
563,500
564,500
565,500
566,500
563,501
564,501
565,501
566,501
567,501
564,502
565,502
566,502
567,502
568,502
565,503
566,503
567,503
568,503
569,503
565,504
566,504
567,504
568,504
569,504
570,504
566,505
567,505
568,505
569,505
570,505
571,505
567,506
568,506
569,506
570,506
571,506
568,507
569,507
570,507
571,507
572,507
569,508
570,508
571,508
572,508
573,508
569,509
570,509
571,509
572,509
573,509
574,509
570,510
571,510
572,510
573,510
574,510
575,510
571,511
572,511
573,511
574,511
575,511
576,511
572,512
573,512
574,512
575,512
576,512
573,513
574,513
575,513
576,513
577,513
574,514
575,514
576,514
577,514
578,514
574,515
575,515
576,515
577,515
578,515
579,515
575,516
576,516
577,516
578,516
579,516
580,516
576,517
577,517
578,517
579,517
580,517
581,517
577,518
578,518
579,518
580,518
581,518
582,518
578,519
579,519
580,519
581,519
582,519
579,520
580,520
581,520
582,520
583,520
579,521
580,521
581,521
582,521
583,521
584,521
580,522
581,522
582,522
583,522
584,522
585,522
581,523
582,523
583,523
584,523
585,523
586,523
582,524
583,524
584,524
585,524
586,524
587,524
583,525
584,525
585,525
586,525
587,525
588,525
584,526
585,526
586,526
587,526
588,526
584,527
585,527
586,527
587,527
588,527
589,527
585,528
586,528
587,528
588,528
589,528
590,528
586,529
587,529
588,529
589,529
590,529
591,529
587,530
588,530
589,530
590,530
591,530
592,530
588,531
589,531
590,531
591,531
592,531
593,531
589,532
590,532
591,532
592,532
593,532
594,532
589,533
590,533
591,533
592,533
593,533
594,533
590,534
591,534
592,534
593,534
594,534
595,534
591,535
592,535
593,535
594,535
595,535
596,535
592,536
593,536
594,536
595,536
596,536
597,536
594,537
595,537
596,537
597,537
598,537
599,537
594,538
595,538
596,538
597,538
598,538
599,538
600,538
595,539
596,539
597,539
598,539
599,539
600,539
596,540
597,540
598,540
599,540
600,540
601,540
597,541
598,541
599,541
600,541
601,541
602,541
598,542
599,542
600,542
601,542
602,542
603,542
599,543
600,543
601,543
602,543
603,543
604,543
599,544
600,544
601,544
602,544
603,544
604,544
605,544
600,545
601,545
602,545
603,545
604,545
605,545
606,545
601,546
602,546
603,546
604,546
605,546
606,546
602,547
603,547
604,547
605,547
606,547
607,547
603,548
604,548
605,548
606,548
607,548
608,548
604,549
605,549
606,549
607,549
608,549
609,549
604,550
605,550
606,550
607,550
608,550
609,550
610,550
605,551
606,551
607,551
608,551
609,551
610,551
611,551
606,552
607,552
608,552
609,552
610,552
611,552
612,552
607,553
608,553
609,553
610,553
611,553
612,553
608,554
609,554
610,554
611,554
612,554
613,554
609,555
610,555
611,555
612,555
613,555
614,555
609,556
610,556
611,556
612,556
613,556
614,556
615,556
610,557
611,557
612,557
613,557
614,557
615,557
616,557
611,558
612,558
613,558
614,558
615,558
616,558
617,558
612,559
613,559
614,559
615,559
616,559
617,559
618,559
613,560
614,560
615,560
616,560
617,560
618,560
614,561
615,561
616,561
617,561
618,561
619,561
614,562
615,562
616,562
617,562
618,562
619,562
620,562
615,563
616,563
617,563
618,563
619,563
620,563
621,563
616,564
617,564
618,564
619,564
620,564
621,564
622,564
617,565
618,565
619,565
620,565
621,565
622,565
623,565
618,566
619,566
620,566
621,566
622,566
623,566
624,566
619,567
620,567
621,567
622,567
623,567
624,567
619,568
620,568
621,568
622,568
623,568
624,568
625,568
